"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2"
788977833,"Existing Customer",61,"M",0,"Uneducated","Married","$80K - $120K","Blue",48,2,1,0,5362,1274,4088,1.015,1876,41,0.783,0.238,1.7925e-05,0.99998
720272958,"Attrited Customer",48,"M",2,"High School","Married","$120K +","Blue",36,3,3,3,27126,0,27126,0.953,1000,25,0.786,0,0.99661,0.00338788
709173108,"Attrited Customer",54,"F",4,"Graduate","Married","Unknown","Blue",40,6,2,2,2532,2221,311,0.491,799,21,0.235,0.877,0.99169,0.00831
709879458,"Existing Customer",54,"F",3,"Doctorate","Married","Unknown","Blue",46,2,2,3,1900,1376,524,0.89,1881,45,0.607,0.724,0.00028744,0.99971
779078733,"Existing Customer",55,"M",2,"Doctorate","Married","$60K - $80K","Blue",36,3,4,3,16427,1682,14745,0.631,1579,36,1.118,0.102,0.00052896,0.99947
716458983,"Existing Customer",60,"M",0,"High School","Married","$40K - $60K","Blue",36,5,1,3,3281,837,2444,1.859,1424,29,1.417,0.255,7.7279e-05,0.99992
713747733,"Existing Customer",55,"M",2,"High School","Married","$40K - $60K","Blue",47,5,3,2,3096,2217,879,0.799,2011,41,0.783,0.716,0.00017486,0.99983
712270158,"Existing Customer",62,"F",0,"High School","Married","$40K - $60K","Blue",52,5,2,3,2052,1250,802,0.728,1208,31,0.632,0.609,0.0001597,0.99984
712890408,"Existing Customer",45,"M",2,"Uneducated","Married","$60K - $80K","Blue",36,5,3,2,2221,1343,878,0.869,1338,30,1.308,0.605,0.00018494,0.99982
779749908,"Existing Customer",48,"M",4,"College","Married","$60K - $80K","Gold",33,2,2,3,34516,2061,32455,0.722,1350,32,0.455,0.06,0.00022488,0.99978
717401883,"Existing Customer",35,"M",3,"Uneducated","Married","$60K - $80K","Blue",22,5,2,2,6985,1130,5855,0.963,1694,44,0.76,0.162,0.00012144,0.99988
721509558,"Existing Customer",51,"M",2,"Graduate","Married","$120K +","Blue",42,3,3,0,24221,1707,22514,0.816,1678,40,0.538,0.07,6.6354e-05,0.99993
710572458,"Existing Customer",36,"F",3,"High School","Married","Unknown","Blue",24,4,1,1,15439,0,15439,0.742,2069,43,0.536,0,3.3505e-05,0.99997
711109908,"Existing Customer",43,"F",4,"Uneducated","Married","Less than $40K","Blue",36,2,1,1,9684,2475,7209,0.697,1400,31,2.1,0.256,3.5816e-05,0.99996
715203108,"Existing Customer",63,"M",2,"High School","Married","$40K - $60K","Blue",36,2,2,2,5007,930,4077,0.885,1050,28,1.154,0.186,0.00011065,0.99989
710027508,"Existing Customer",61,"M",0,"Graduate","Married","$60K - $80K","Blue",54,3,2,0,1616,1047,569,0.984,1389,33,1.2,0.648,3.6029e-05,0.99996
783542133,"Existing Customer",53,"F",3,"Graduate","Married","Less than $40K","Blue",47,5,6,2,2759,2223,536,1.32,2093,42,1,0.806,0.00014734,0.99985
708330858,"Attrited Customer",57,"M",3,"Graduate","Married","$120K +","Blue",38,2,3,3,8249,1381,6868,0.798,678,11,0.833,0.167,0.99683,0.00317458
712701333,"Existing Customer",53,"M",3,"High School","Married","$60K - $80K","Blue",43,5,3,2,5264,2169,3095,0.374,1219,27,0.5,0.412,0.00018145,0.99982
709494483,"Existing Customer",63,"F",0,"Unknown","Married","Less than $40K","Blue",54,4,2,1,2420,1912,508,1.256,1730,36,0.565,0.79,6.4745e-05,0.99994
773373108,"Existing Customer",49,"F",4,"High School","Married","Less than $40K","Blue",43,4,2,0,2826,2070,756,0.541,1025,28,0.647,0.732,4.2806e-05,0.99996
715812258,"Existing Customer",45,"M",2,"High School","Married","$80K - $120K","Blue",34,5,5,2,12518,1539,10979,0.645,1165,33,0.833,0.123,0.0001953,0.9998
778286433,"Existing Customer",67,"M",0,"Graduate","Married","$40K - $60K","Blue",56,4,2,1,5876,1297,4579,1.012,2133,55,0.719,0.221,5.8902e-05,0.99994
709346133,"Existing Customer",55,"F",2,"Uneducated","Married","Unknown","Blue",35,3,3,0,3025,2376,649,1.252,1277,23,1.875,0.785,6.8225e-05,0.99993
788194458,"Existing Customer",34,"M",3,"High School","Married","$60K - $80K","Blue",26,4,3,3,3265,2517,748,0.952,1843,35,0.944,0.771,0.00030516,0.99969
720779733,"Existing Customer",56,"M",1,"Uneducated","Married","$120K +","Blue",36,3,2,2,6041,1355,4686,0.685,1747,49,0.581,0.224,0.00010985,0.99989
717424458,"Existing Customer",44,"F",2,"Post-Graduate","Married","Less than $40K","Blue",36,3,3,2,2293,1823,470,0.617,1166,22,1.444,0.795,0.00021165,0.99979
710558058,"Existing Customer",46,"F",3,"Unknown","Married","Less than $40K","Blue",38,4,3,3,4317,2517,1800,0.944,1619,36,1,0.583,0.00034503,0.99965
715024233,"Existing Customer",53,"M",1,"High School","Married","$120K +","Blue",36,6,3,2,3312,1844,1468,0.986,1740,32,0.882,0.557,0.00016413,0.99984
779249583,"Existing Customer",56,"F",1,"Graduate","Married","Less than $40K","Blue",38,4,3,3,2578,2462,116,1.707,1378,29,0.812,0.955,0.00028395,0.99972
709278258,"Attrited Customer",54,"M",2,"Unknown","Married","$40K - $60K","Blue",44,4,3,2,2902,2517,385,0.821,996,26,0.444,0.867,0.99497,0.00503
778928283,"Existing Customer",57,"F",3,"High School","Married","Less than $40K","Blue",39,3,2,1,2742,2321,421,1.315,1389,32,0.6,0.846,6.9242e-05,0.99993
712299858,"Existing Customer",62,"M",1,"High School","Married","Less than $40K","Blue",53,5,3,3,2077,1571,506,1.031,1365,38,1,0.756,0.00027604,0.99972
809976033,"Existing Customer",49,"M",2,"Uneducated","Married","$60K - $80K","Blue",44,6,3,0,7819,1560,6259,0.827,1582,25,0.786,0.2,6.8225e-05,0.99993
714871683,"Attrited Customer",58,"M",1,"Uneducated","Married","$40K - $60K","Blue",36,2,4,3,1438.3,537,901.3,0.819,715,13,0.182,0.373,0.99717,0.00282527
716139933,"Existing Customer",54,"M",0,"High School","Married","$80K - $120K","Blue",36,3,1,2,16286,1710,14576,1.223,2552,49,1.227,0.105,4.5946e-05,0.99995
716984658,"Existing Customer",49,"M",1,"Graduate","Married","$120K +","Blue",39,3,2,3,34516,0,34516,0.507,1106,31,0.938,0,0.00017969,0.99982
713086008,"Existing Customer",58,"F",3,"High School","Married","Less than $40K","Blue",47,6,1,0,2609,2439,170,1.269,1731,34,1.833,0.935,2.0494e-05,0.99998
719242533,"Existing Customer",41,"M",5,"High School","Married","$60K - $80K","Blue",33,5,3,3,22770,2517,20253,0.994,1882,38,0.652,0.111,0.00030361,0.9997
772712658,"Existing Customer",62,"F",0,"Uneducated","Married","Less than $40K","Blue",50,5,1,2,3791,1648,2143,1.227,2058,34,0.789,0.435,4.8595e-05,0.99995
788868858,"Existing Customer",54,"M",2,"Graduate","Married","Less than $40K","Blue",39,4,4,2,2702,2517,185,1.019,1658,32,1.462,0.932,0.00021738,0.99978
788808633,"Existing Customer",43,"M",3,"Graduate","Married","$80K - $120K","Blue",26,5,3,2,2355,1090,1265,0.751,1441,29,0.812,0.463,0.00018665,0.99981
788853258,"Existing Customer",41,"M",1,"Uneducated","Married","$60K - $80K","Blue",25,3,2,0,7984,1503,6481,0.797,1734,39,1.167,0.188,4.0521e-05,0.99996
822969858,"Existing Customer",61,"F",0,"Graduate","Married","Unknown","Blue",56,4,1,3,5585,1465,4120,1.503,1787,31,0.722,0.262,7.9494e-05,0.99992
719554758,"Existing Customer",46,"M",2,"Uneducated","Married","$80K - $120K","Blue",38,6,3,2,34516,2165,32351,0.837,1672,32,0.524,0.063,0.00018494,0.99982
711643458,"Existing Customer",50,"F",1,"Uneducated","Married","Less than $40K","Blue",43,6,3,4,1438.3,0,1438.3,1.068,1439,41,1.05,0,0.000498,0.9995
793059108,"Existing Customer",50,"F",2,"Graduate","Married","$40K - $60K","Blue",44,6,2,3,2339,1440,899,0.431,893,22,0.375,0.616,0.00019143,0.99981
716568708,"Existing Customer",47,"F",2,"Graduate","Married","Less than $40K","Blue",36,6,3,2,2726,0,2726,0.844,1099,27,0.588,0,0.00017987,0.99982
828281733,"Existing Customer",43,"M",4,"Unknown","Married","$120K +","Blue",39,3,3,3,14881,848,14033,0.762,1408,23,1.091,0.057,0.00034872,0.99965
717229158,"Existing Customer",36,"F",4,"Graduate","Married","$40K - $60K","Blue",36,6,3,3,1628,969,659,0.999,1893,15,2.75,0.595,0.00031726,0.99968
715915458,"Existing Customer",47,"F",2,"Graduate","Married","Less than $40K","Blue",34,5,2,2,3156,1644,1512,1.052,1151,31,1.385,0.521,0.00011382,0.99989
713441958,"Existing Customer",46,"M",2,"High School","Married","$120K +","Blue",36,5,3,2,19727,1785,17942,0.572,1245,25,0.786,0.09,0.00017486,0.99983
719091333,"Existing Customer",52,"M",0,"Uneducated","Married","$60K - $80K","Blue",36,3,3,2,22720,793,21927,0.685,1102,27,0.286,0.035,0.00015871,0.99984
708666258,"Existing Customer",43,"M",4,"Unknown","Married","$40K - $60K","Blue",36,5,3,0,8129,1799,6330,0.566,1402,33,0.737,0.221,7.6492e-05,0.99992
714363858,"Existing Customer",54,"F",4,"High School","Married","Less than $40K","Blue",36,3,5,3,1594,1411,183,0.817,1459,35,1.188,0.885,0.00034447,0.99966
772047183,"Existing Customer",45,"M",4,"High School","Married","$40K - $60K","Blue",34,6,3,3,3104,1766,1338,0.828,1353,24,1.182,0.569,0.00030842,0.99969
714217908,"Existing Customer",49,"M",3,"Graduate","Married","$40K - $60K","Blue",41,5,3,2,2406,1560,846,0.751,1173,32,0.391,0.648,0.00018665,0.99981
714819183,"Existing Customer",63,"M",1,"Uneducated","Married","$80K - $120K","Blue",36,5,2,3,24571,1955,22616,1.174,1746,28,1,0.08,0.00018475,0.99982
710865633,"Existing Customer",41,"F",2,"Graduate","Married","Less than $40K","Silver",33,4,2,0,12301,2250,10051,0.484,1307,29,0.261,0.183,3.7937e-05,0.99996
752952108,"Existing Customer",37,"M",4,"Graduate","Married","$80K - $120K","Blue",26,6,2,3,2846,1818,1028,0.711,1473,37,1.176,0.639,0.00020077,0.9998
714982383,"Existing Customer",55,"M",2,"High School","Married","$60K - $80K","Blue",36,4,3,3,7231,2381,4850,0.996,1421,23,1.3,0.329,0.00029408,0.99971
813814008,"Existing Customer",53,"F",1,"High School","Married","Less than $40K","Blue",48,6,3,2,2324,1576,748,0.728,1272,37,1.312,0.678,0.00016413,0.99984
794545983,"Existing Customer",57,"M",2,"Graduate","Married","$80K - $120K","Blue",40,3,2,3,12208,1980,10228,0.616,1409,34,0.619,0.162,0.00019143,0.99981
715585158,"Existing Customer",58,"M",1,"Graduate","Married","$60K - $80K","Blue",46,3,3,2,10021,1617,8404,0.578,1275,25,0.667,0.161,0.00016883,0.99983
810449883,"Existing Customer",64,"M",0,"Unknown","Married","Less than $40K","Blue",56,6,1,0,2215,1915,300,0.794,1270,27,0.588,0.865,1.9163e-05,0.99998
789863208,"Existing Customer",54,"F",2,"Graduate","Married","Less than $40K","Blue",44,3,2,3,2027,1480,547,0.979,1702,37,0.947,0.73,0.00019143,0.99981
715022133,"Existing Customer",53,"M",2,"Graduate","Married","$60K - $80K","Blue",47,6,2,2,6363,1162,5201,0.644,1256,26,1,0.183,0.00011382,0.99989
715699983,"Existing Customer",56,"M",3,"High School","Married","$60K - $80K","Blue",36,5,1,3,9226,1233,7993,1.521,1626,29,1.636,0.134,9.3448e-05,0.99991
712459233,"Existing Customer",59,"F",1,"Post-Graduate","Married","$40K - $60K","Blue",46,5,3,3,1944,1346,598,1.052,1960,57,0.727,0.692,0.00033411,0.99967
721144383,"Existing Customer",42,"M",4,"Graduate","Married","$60K - $80K","Silver",28,5,1,2,28202,843,27359,0.637,1629,38,0.727,0.03,5.2192e-05,0.99995
804359133,"Existing Customer",55,"M",0,"High School","Married","$120K +","Blue",49,5,3,3,3805,2233,1572,1.095,1743,27,0.929,0.587,0.00025237,0.99975
717354558,"Attrited Customer",57,"M",2,"Uneducated","Married","$120K +","Blue",40,3,3,3,3106,1120,1986,1.045,683,17,0.7,0.361,0.9968,0.00320374
798473808,"Existing Customer",48,"M",3,"College","Married","$80K - $120K","Blue",42,3,3,0,7477,0,7477,0.511,1159,32,0.684,0,6.6941e-05,0.99993
712372158,"Existing Customer",45,"M",4,"Unknown","Married","$120K +","Blue",33,6,1,3,34516,2086,32430,0.986,1859,47,0.958,0.06,0.00010679,0.99989
715192308,"Existing Customer",48,"M",2,"High School","Married","$120K +","Blue",36,6,5,2,29963,2094,27869,0.648,1205,28,0.867,0.07,0.0001953,0.9998
714639783,"Attrited Customer",42,"M",3,"College","Married","$60K - $80K","Blue",34,3,3,3,13450,0,13450,0.742,1000,18,0.059,0,0.99674,0.00326498
709470858,"Existing Customer",51,"M",4,"College","Married","$120K +","Silver",31,5,2,1,34516,1254,33262,0.869,1366,25,0.786,0.036,6.3239e-05,0.99994
779241783,"Existing Customer",67,"M",1,"Uneducated","Married","$40K - $60K","Blue",49,4,3,2,3106,1675,1431,0.781,1512,38,0.407,0.539,0.0001736,0.99983
715205358,"Existing Customer",39,"M",1,"Graduate","Married","$60K - $80K","Blue",31,4,1,1,2536,913,1623,1.059,1750,35,1.333,0.36,3.1176e-05,0.99997
779462433,"Existing Customer",55,"F",2,"Unknown","Married","Less than $40K","Blue",37,3,3,1,2453,968,1485,1.081,2218,50,0.613,0.395,0.00011924,0.99988
710147958,"Existing Customer",47,"M",3,"High School","Married","$40K - $60K","Silver",36,3,2,2,16138,1249,14889,1.01,1198,33,0.833,0.077,0.00010374,0.9999
709864833,"Existing Customer",49,"M",2,"Post-Graduate","Married","$60K - $80K","Blue",38,3,2,0,8077,1965,6112,0.637,1329,26,0.444,0.243,4.9404e-05,0.99995
778868958,"Attrited Customer",42,"F",2,"Graduate","Married","Less than $40K","Blue",23,3,3,3,1929,1673,256,0.835,857,36,1.118,0.867,0.99671,0.00329379
710004933,"Existing Customer",44,"M",5,"Uneducated","Married","$60K - $80K","Blue",36,3,3,2,8645,1454,7191,0.708,1435,25,1.778,0.168,0.00019094,0.99981
710940183,"Attrited Customer",49,"F",3,"Graduate","Married","Less than $40K","Blue",38,6,3,2,2185,0,2185,0.727,715,20,0.818,0,0.99467,0.00533
719337408,"Existing Customer",63,"M",0,"High School","Married","$60K - $80K","Blue",36,6,2,3,2567,0,2567,1.636,2399,43,0.955,0,0.0001597,0.99984
712981383,"Existing Customer",44,"F",4,"College","Married","Less than $40K","Silver",37,3,2,2,10790,1930,8860,0.75,1052,16,1.286,0.179,0.00010486,0.9999
790099758,"Existing Customer",40,"M",3,"High School","Married","$40K - $60K","Blue",33,4,3,3,6884,1001,5883,0.786,975,11,0.833,0.145,0.00030516,0.99969
778770783,"Existing Customer",42,"M",4,"High School","Married","$80K - $120K","Blue",30,6,1,0,29801,1916,27885,0.781,990,21,0.909,0.064,2.0713e-05,0.99998
713134458,"Existing Customer",54,"M",3,"High School","Married","$120K +","Blue",43,4,1,1,13219,0,13219,0.576,1097,24,0.5,0,3.3505e-05,0.99997
712159083,"Attrited Customer",58,"F",4,"Unknown","Married","Less than $40K","Blue",46,2,3,3,2536,0,2536,0.917,901,35,0.522,0,0.99714,0.00285845
717916758,"Existing Customer",67,"F",0,"Unknown","Married","Unknown","Blue",56,4,3,3,10509,2388,8121,0.777,1365,34,1.429,0.227,0.00028535,0.99971
779031033,"Existing Customer",46,"F",2,"Graduate","Married","$40K - $60K","Blue",22,6,1,3,2305,1627,678,0.747,1230,36,0.565,0.706,9.2637e-05,0.99991
716302383,"Existing Customer",47,"F",4,"Uneducated","Married","$40K - $60K","Blue",36,3,1,3,14241,2081,12160,0.909,1581,44,0.833,0.146,9.9893e-05,0.9999
718281408,"Existing Customer",36,"F",2,"Unknown","Married","$40K - $60K","Blue",25,3,1,2,4789,1257,3532,1.134,1534,29,0.933,0.262,6.054e-05,0.99994
814995933,"Existing Customer",58,"F",3,"Graduate","Married","Less than $40K","Blue",53,5,3,2,5798,1794,4004,0.564,1724,45,0.452,0.309,0.00018665,0.99981
717198633,"Existing Customer",53,"F",2,"College","Married","$40K - $60K","Blue",34,6,2,1,2075,1469,606,1.322,2556,49,1.13,0.708,6.6734e-05,0.99993
767695083,"Existing Customer",50,"M",2,"Graduate","Married","$80K - $120K","Blue",44,3,3,0,4589,0,4589,0.845,1590,37,0.37,0,6.6354e-05,0.99993
718349058,"Existing Customer",49,"M",3,"High School","Married","$80K - $120K","Blue",39,3,3,2,29659,1143,28516,0.512,1193,21,0.615,0.039,0.00018145,0.99982
789842283,"Attrited Customer",54,"M",2,"Graduate","Married","$60K - $80K","Blue",42,3,3,2,4320,0,4320,0.967,706,21,0.5,0,0.99447,0.00553
719418933,"Attrited Customer",53,"M",2,"Uneducated","Married","$80K - $120K","Blue",36,1,3,3,4503,0,4503,0.659,748,20,0.429,0,0.9968,0.00320374
720115683,"Existing Customer",47,"M",3,"Uneducated","Married","$80K - $120K","Blue",36,6,2,2,29770,1565,28205,0.674,1774,42,2,0.053,0.00012144,0.99988
779504058,"Existing Customer",46,"F",2,"Post-Graduate","Married","Less than $40K","Blue",28,5,1,1,5014,1910,3104,0.863,1209,25,1.5,0.381,3.9082e-05,0.99996
795979833,"Existing Customer",53,"F",1,"High School","Married","Less than $40K","Blue",47,6,1,2,3445,1074,2371,0.67,1074,31,0.632,0.312,5.0256e-05,0.99995
717392358,"Existing Customer",60,"M",1,"Graduate","Married","$80K - $120K","Blue",50,6,2,2,23412,1078,22334,0.79,1786,50,0.786,0.046,0.00010684,0.99989
708217758,"Existing Customer",63,"M",2,"Graduate","Married","$60K - $80K","Blue",49,5,2,3,14035,2061,11974,2.271,1606,30,1.5,0.147,0.00019143,0.99981
717469158,"Existing Customer",46,"M",2,"Unknown","Married","$80K - $120K","Blue",30,6,3,0,18578,1385,17193,0.565,1606,54,0.421,0.075,7.2936e-05,0.99993
719407983,"Existing Customer",37,"F",0,"Post-Graduate","Married","Less than $40K","Blue",25,4,3,2,2061,1483,578,1.362,2400,60,0.622,0.72,0.00018162,0.99982
710665533,"Existing Customer",42,"F",5,"Doctorate","Married","Unknown","Blue",23,4,2,2,24602,1660,22942,0.588,1337,44,0.76,0.067,0.00017004,0.99983
709122483,"Existing Customer",56,"M",3,"Graduate","Married","$60K - $80K","Blue",37,3,3,0,2783,1526,1257,0.942,1909,54,0.688,0.548,6.8853e-05,0.99993
789337233,"Existing Customer",63,"M",1,"Graduate","Married","$40K - $60K","Blue",53,6,6,2,2880,2362,518,0.89,1323,26,0.444,0.82,0.00013328,0.99987
721043058,"Existing Customer",58,"M",4,"Unknown","Married","$60K - $80K","Blue",44,5,1,3,12010,2149,9861,0.801,1700,35,1.5,0.179,0.00010679,0.99989
708398283,"Existing Customer",37,"F",1,"Graduate","Married","$40K - $60K","Blue",29,5,2,2,4394,885,3509,1.04,1377,32,0.684,0.201,0.00010684,0.99989
719451483,"Existing Customer",46,"F",4,"Post-Graduate","Married","Less than $40K","Blue",37,5,3,2,3773,1972,1801,0.783,1528,25,1.083,0.523,0.00022196,0.99978
717701733,"Existing Customer",44,"M",2,"Graduate","Married","$80K - $120K","Blue",35,3,2,2,11910,2098,9812,1.16,1646,39,1.294,0.176,0.00011382,0.99989
709913733,"Existing Customer",39,"F",3,"College","Married","Less than $40K","Blue",36,4,2,0,2279,1529,750,1.26,1693,32,1.286,0.671,4.2358e-05,0.99996
721375308,"Existing Customer",48,"M",3,"High School","Married","$80K - $120K","Blue",36,5,1,3,30579,1351,29228,0.759,1289,19,0.727,0.044,9.3448e-05,0.99991
778465533,"Existing Customer",54,"F",0,"College","Married","Less than $40K","Blue",40,3,1,2,1638,0,1638,0.75,1885,51,0.545,0,4.595e-05,0.99995
712138983,"Existing Customer",54,"M",1,"Graduate","Married","$60K - $80K","Blue",36,3,3,2,2947,2216,731,0.76,1744,53,0.606,0.752,0.00016883,0.99983
716920908,"Existing Customer",52,"M",4,"High School","Married","$80K - $120K","Blue",42,6,1,0,5738,1112,4626,1.519,1922,48,0.655,0.194,2.0713e-05,0.99998
772735758,"Existing Customer",44,"M",1,"Unknown","Married","Unknown","Blue",34,6,2,0,2885,1895,990,0.387,1366,31,0.632,0.657,4.3319e-05,0.99996
712024908,"Existing Customer",56,"F",1,"College","Married","Less than $40K","Blue",36,6,2,3,2641,1257,1384,0.891,1439,39,1.053,0.476,0.0001747,0.99983
778239933,"Existing Customer",45,"F",4,"Graduate","Married","Unknown","Blue",35,6,3,0,2801,2043,758,0.583,1241,46,0.643,0.729,6.9589e-05,0.99993
714893733,"Existing Customer",55,"M",1,"High School","Married","$80K - $120K","Blue",45,3,3,3,16794,809,15985,1.566,1917,33,0.941,0.048,0.00027604,0.99972
710558883,"Existing Customer",41,"M",3,"Uneducated","Married","$60K - $80K","Blue",36,5,3,2,17391,1044,16347,1.08,1248,27,0.688,0.06,0.00019191,0.99981
713827383,"Existing Customer",65,"F",1,"High School","Married","Less than $40K","Blue",36,3,2,0,3198,2493,705,0.665,1936,44,1.316,0.78,3.8311e-05,0.99996
712049208,"Existing Customer",56,"M",3,"Post-Graduate","Married","$60K - $80K","Blue",39,3,1,2,3955,2517,1438,0.484,1238,25,1.083,0.636,6.7249e-05,0.99993
708688608,"Existing Customer",62,"F",1,"High School","Married","Less than $40K","Blue",48,5,3,1,3140,1985,1155,1.346,1626,41,0.864,0.632,9.8983e-05,0.9999
710202783,"Existing Customer",33,"M",2,"Graduate","Married","$60K - $80K","Blue",13,3,3,3,1963,1721,242,0.68,1378,37,0.762,0.877,0.00030251,0.9997
767036433,"Existing Customer",56,"F",1,"Graduate","Married","Less than $40K","Blue",49,5,1,0,5097,1152,3945,0.94,2052,45,0.607,0.226,1.9069e-05,0.99998
715449333,"Existing Customer",55,"F",3,"Unknown","Married","$40K - $60K","Blue",47,5,2,0,1929,1540,389,1.142,2354,50,0.786,0.798,4.7889e-05,0.99995
779610033,"Attrited Customer",58,"M",1,"College","Married","$80K - $120K","Blue",47,3,3,3,12151,1799,10352,1.022,918,14,0.556,0.148,0.99639,0.00360825
721183983,"Existing Customer",48,"M",4,"High School","Married","$120K +","Blue",31,6,3,1,34516,1013,33503,0.575,1222,37,0.85,0.029,0.0001106,0.99989
710698233,"Existing Customer",37,"M",4,"Graduate","Married","$80K - $120K","Blue",28,4,1,2,10021,1203,8818,0.93,1463,40,1,0.12,5.7762e-05,0.99994
780253533,"Existing Customer",63,"F",0,"Unknown","Married","Less than $40K","Blue",49,5,3,0,3558,2318,1240,1.265,1631,31,0.824,0.651,6.2588e-05,0.99994
796532958,"Existing Customer",59,"F",0,"Unknown","Married","Less than $40K","Blue",53,4,3,2,5512,1124,4388,1.391,1975,49,1.579,0.204,0.00016966,0.99983
709345008,"Attrited Customer",53,"F",2,"Doctorate","Married","Unknown","Blue",39,1,2,3,1438.3,0,1438.3,0.644,807,22,0.692,0,0.9964,0.00359603
719366358,"Existing Customer",51,"M",3,"High School","Married","$120K +","Blue",40,6,3,2,7319,1692,5627,0.701,1233,29,0.611,0.231,0.00018145,0.99982
721417233,"Attrited Customer",45,"M",2,"Graduate","Married","$60K - $80K","Blue",25,3,5,3,1438.3,0,1438.3,0.676,709,27,0.421,0,0.99705,0.00294997
